0, 1684948606309967, 1684948606310579, 612
1, 1684948606325476, 1684948606325616, 140
2, 1684948606337804, 1684948606349522, 11718
3, 1684948606349272, 1684948606357503, 8231
4, 1684948606369918, 1684948606370168, 250
5, 1684948606383072, 1684948606393936, 10864
6, 1684948606394633, 1684948606399225, 4592
7, 1684948606413570, 1684948606413711, 141
8, 1684948606433908, 1684948606434164, 256
9, 1684948606457917, 1684948606458225, 308
10, 1684948606473907, 1684948606475520, 1613
11, 1684948606489921, 1684948606490171, 250
12, 1684948606509910, 1684948606510161, 251
13, 1684948606529908, 1684948606530234, 326
14, 1684948606542259, 1684948606543706, 1447
15, 1684948606555389, 1684948606555643, 254
16, 1684948606568070, 1684948606568308, 238
17, 1684948606581049, 1684948606582984, 1935
18, 1684948606601911, 1684948606602038, 127
19, 1684948606621907, 1684948606622146, 239
20, 1684948606641916, 1684948606642167, 251
21, 1684948606661925, 1684948606662226, 301
22, 1684948606685909, 1684948606686227, 318
23, 1684948606705908, 1684948606706048, 140
24, 1684948606729908, 1684948606730036, 128
25, 1684948606742221, 1684948606754544, 12323
26, 1684948606771675, 1684948606771983, 308
27, 1684948606784472, 1684948606785420, 948
28, 1684948606809907, 1684948606810144, 237
29, 1684948606823150, 1684948606833906, 10756
30, 1684948606834642, 1684948606838771, 4129
31, 1684948606852797, 1684948606852936, 139
32, 1684948606865590, 1684948606865712, 122
33, 1684948606877846, 1684948606885910, 8064
34, 1684948606892352, 1684948606898720, 6368
35, 1684948606903369, 1684948606908542, 5173
36, 1684948606925926, 1684948606926070, 144
37, 1684948606941907, 1684948606945930, 4023
38, 1684948606961917, 1684948606962074, 157
39, 1684948606981917, 1684948606982239, 322
40, 1684948606997908, 1684948606999380, 1472
41, 1684948607009270, 1684948607010855, 1585
42, 1684948607029908, 1684948607030240, 332
43, 1684948607043572, 1684948607044124, 552
44, 1684948607061908, 1684948607063945, 2037
45, 1684948607081918, 1684948607082176, 258
46, 1684948607101907, 1684948607102138, 231
47, 1684948607121908, 1684948607122234, 326
48, 1684948607141926, 1684948607142065, 139
49, 1684948607161917, 1684948607162289, 372
50, 1684948607181908, 1684948607182050, 142
51, 1684948607195020, 1684948607206138, 11118
52, 1684948607206529, 1684948607214472, 7943
53, 1684948607225537, 1684948607226941, 1404
54, 1684948607245909, 1684948607246231, 322
55, 1684948607258494, 1684948607261546, 3052
56, 1684948607273094, 1684948607273220, 126
57, 1684948607293910, 1684948607294163, 253
58, 1684948607317908, 1684948607318236, 328
59, 1684948607333908, 1684948607337911, 4003
60, 1684948607345078, 1684948607361506, 16428
61, 1684948607361269, 1684948607367991, 6722
62, 1684948607373891, 1684948607375799, 1908
63, 1684948607385244, 1684948607396844, 11600
64, 1684948607396601, 1684948607403936, 7335
65, 1684948607411902, 1684948607433570, 21668
66, 1684948607449926, 1684948607450165, 239
67, 1684948607473909, 1684948607474156, 247
68, 1684948607493917, 1684948607494054, 137
69, 1684948607513917, 1684948607514242, 325
70, 1684948607533917, 1684948607534149, 232
71, 1684948607557909, 1684948607558034, 125
72, 1684948607577926, 1684948607578156, 230
73, 1684948607601907, 1684948607602266, 359
74, 1684948607625908, 1684948607626261, 353
75, 1684948607645917, 1684948607646147, 230
76, 1684948607659025, 1684948607669906, 10881
77, 1684948607670511, 1684948607675207, 4696
78, 1684948607689290, 1684948607689430, 140
79, 1684948607701494, 1684948607701762, 268
80, 1684948607714395, 1684948607730075, 15680
81, 1684948607729934, 1684948607735125, 5191
82, 1684948607743021, 1684948607747036, 4015
83, 1684948607757917, 1684948607758216, 299
84, 1684948607778627, 1684948607778757, 130
85, 1684948607794425, 1684948607794566, 141
86, 1684948607807546, 1684948607814516, 6970
87, 1684948607819705, 1684948607826831, 7126
88, 1684948607830812, 1684948607836386, 5574
89, 1684948607847623, 1684948607848796, 1173
90, 1684948607858793, 1684948607858844, 51
91, 1684948607877911, 1684948607878311, 400
92, 1684948607894176, 1684948607894233, 57
93, 1684948607921926, 1684948607922173, 247
94, 1684948607941917, 1684948607942176, 259
95, 1684948607965908, 1684948607966048, 140
96, 1684948607978663, 1684948607990118, 11455
97, 1684948607990163, 1684948607998919, 8756
98, 1684948608013917, 1684948608014161, 244
99, 1684948608037909, 1684948608038232, 323
100, 1684948608061908, 1684948608062210, 302
101, 1684948608081907, 1684948608082061, 154
102, 1684948608101908, 1684948608102152, 244
103, 1684948608125909, 1684948608126270, 361
104, 1684948608159984, 1684948608160111, 127
105, 1684948608172210, 1684948608173195, 985
106, 1684948608190015, 1684948608190130, 115
107, 1684948608213908, 1684948608214143, 235
108, 1684948608229965, 1684948608230217, 252
109, 1684948608249908, 1684948608250210, 302
110, 1684948608269909, 1684948608270041, 132
111, 1684948608289926, 1684948608290234, 308
112, 1684948608313908, 1684948608314037, 129
113, 1684948608333909, 1684948608334188, 279
114, 1684948608357909, 1684948608358053, 144
115, 1684948608373907, 1684948608378019, 4112
116, 1684948608389927, 1684948608390067, 140
117, 1684948608403095, 1684948608414084, 10989
118, 1684948608414353, 1684948608429987, 15634
119, 1684948608431983, 1684948608433589, 1606
120, 1684948608445927, 1684948608446184, 257
121, 1684948608461908, 1684948608476263, 14355
122, 1684948608476139, 1684948608480589, 4450
123, 1684948608493918, 1684948608494039, 121
124, 1684948608513908, 1684948608514211, 303
125, 1684948608526658, 1684948608528114, 1456
126, 1684948608538158, 1684948608538218, 60
127, 1684948608554601, 1684948608555332, 731
128, 1684948608569927, 1684948608570233, 306
129, 1684948608582729, 1684948608594197, 11468
130, 1684948608594973, 1684948608612589, 17616
131, 1684948608623664, 1684948608623900, 236
132, 1684948608636792, 1684948608638439, 1647
133, 1684948608648119, 1684948608651569, 3450
134, 1684948608660329, 1684948608665907, 5578
135, 1684948608671687, 1684948608677169, 5482
136, 1684948608687850, 1684948608688834, 984
137, 1684948608700483, 1684948608710080, 9597
138, 1684948608716232, 1684948608716357, 125
139, 1684948608728493, 1684948608746044, 17551
140, 1684948608745916, 1684948608755890, 9974
141, 1684948608758221, 1684948608761376, 3155
142, 1684948608773935, 1684948608774265, 330
143, 1684948608793991, 1684948608794139, 148
144, 1684948608828976, 1684948608829159, 183
145, 1684948608849918, 1684948608850219, 301
146, 1684948608877908, 1684948608878161, 253
147, 1684948608893909, 1684948608897931, 4022
148, 1684948608905256, 1684948608909237, 3981
149, 1684948608917118, 1684948608922376, 5258
150, 1684948608934413, 1684948608934557, 144
151, 1684948608949909, 1684948608950230, 321
152, 1684948608969917, 1684948608970090, 173
153, 1684948608993907, 1684948608994031, 124
154, 1684948609013926, 1684948609014224, 298
155, 1684948609037907, 1684948609038228, 321
156, 1684948609057909, 1684948609059644, 1735
157, 1684948609070578, 1684948609074194, 3616
158, 1684948609082059, 1684948609098091, 16032
159, 1684948609093545, 1684948609103855, 10310
160, 1684948609104746, 1684948609110209, 5463
161, 1684948609121927, 1684948609122281, 354
162, 1684948609141908, 1684948609143261, 1353
163, 1684948609157932, 1684948609158184, 252
164, 1684948609177908, 1684948609178142, 234
165, 1684948609197931, 1684948609198058, 127
166, 1684948609221908, 1684948609222207, 299
167, 1684948609241925, 1684948609242047, 122
168, 1684948609265907, 1684948609266045, 138
