0, 1684948395789996, 1684948395790022, 26
1, 1684948395813972, 1684948395813978, 6
2, 1684948395834017, 1684948395834185, 168
3, 1684948395846830, 1684948395853951, 7121
4, 1684948395861951, 1684948395881964, 20013
5, 1684948395881971, 1684948395889882, 7911
6, 1684948395895318, 1684948395902466, 7148
7, 1684948395909952, 1684948395929966, 20014
8, 1684948395929979, 1684948395936446, 6467
9, 1684948395945953, 1684948395951686, 5733
10, 1684948395958580, 1684948395961559, 2979
11, 1684948395970137, 1684948395971623, 1486
12, 1684948395983567, 1684948395990035, 6468
13, 1684948396005163, 1684948396018084, 12921
14, 1684948396017833, 1684948396030405, 12572
15, 1684948396030304, 1684948396037869, 7565
16, 1684948396049960, 1684948396050066, 106
17, 1684948396069961, 1684948396070181, 220
18, 1684948396082942, 1684948396083098, 156
19, 1684948396101973, 1684948396102110, 137
20, 1684948396125951, 1684948396126119, 168
21, 1684948396141949, 1684948396142362, 413
22, 1684948396158020, 1684948396158374, 354
23, 1684948396178045, 1684948396178346, 301
24, 1684948396201967, 1684948396202139, 172
25, 1684948396217970, 1684948396218324, 354
26, 1684948396237962, 1684948396238239, 277
27, 1684948396250805, 1684948396254765, 3960
28, 1684948396262293, 1684948396275906, 13613
29, 1684948396273790, 1684948396281855, 8065
30, 1684948396289955, 1684948396298660, 8705
31, 1684948396304028, 1684948396337375, 33347
32, 1684948396337471, 1684948396348756, 11285
33, 1684948396359862, 1684948396367263, 7401
34, 1684948396372101, 1684948396382624, 10523
35, 1684948396388032, 1684948396405556, 17524
36, 1684948396412114, 1684948396418903, 6789
37, 1684948396423530, 1684948396433307, 9777
38, 1684948396434615, 1684948396444070, 9455
39, 1684948396480046, 1684948396480306, 260
40, 1684948396505962, 1684948396506256, 294
41, 1684948396522026, 1684948396522369, 343
42, 1684948396541977, 1684948396542197, 220
43, 1684948396577969, 1684948396578030, 61
44, 1684948396613970, 1684948396614036, 66
45, 1684948396626474, 1684948396626696, 222
46, 1684948396641950, 1684948396647873, 5923
47, 1684948396654185, 1684948396658524, 4339
48, 1684948396665256, 1684948396671094, 5838
49, 1684948396685962, 1684948396686287, 325
50, 1684948396698870, 1684948396699005, 135
51, 1684948396717968, 1684948396718183, 215
52, 1684948396731191, 1684948396731332, 141
53, 1684948396749971, 1684948396750198, 227
54, 1684948396773981, 1684948396774249, 268
55, 1684948396789952, 1684948396798904, 8952
56, 1684948396801520, 1684948396805786, 4266
57, 1684948396812581, 1684948396825060, 12479
58, 1684948396824733, 1684948396832248, 7515
59, 1684948396837952, 1684948396842595, 4643
60, 1684948396848999, 1684948396857366, 8367
61, 1684948396864061, 1684948396886257, 22196
62, 1684948396885971, 1684948396898018, 12047
63, 1684948396921962, 1684948396922240, 278
64, 1684948396937167, 1684948396937457, 290
65, 1684948396961962, 1684948396962239, 277
66, 1684948396977970, 1684948396978106, 136
67, 1684948397001954, 1684948397001955, 1
68, 1684948397020148, 1684948397020149, 1
69, 1684948397040099, 1684948397040104, 5
70, 1684948397053324, 1684948397057956, 4632
71, 1684948397084636, 1684948397089957, 5321
72, 1684948397097952, 1684948397105951, 7999
73, 1684948397109368, 1684948397111350, 1982
74, 1684948397120381, 1684948397121486, 1105
75, 1684948397133955, 1684948397141951, 7996
76, 1684948397153016, 1684948397158620, 5604
77, 1684948397164407, 1684948397178254, 13847
78, 1684948397180644, 1684948397192850, 12206
79, 1684948397191690, 1684948397208944, 17254
80, 1684948397204798, 1684948397221456, 16658
81, 1684948397224992, 1684948397242100, 17108
82, 1684948397249954, 1684948397256275, 6321
83, 1684948397265953, 1684948397286124, 20171
84, 1684948397285963, 1684948397309954, 23991
85, 1684948397310056, 1684948397317222, 7166
86, 1684948397328308, 1684948397330666, 2358
87, 1684948397341950, 1684948397347549, 5599
88, 1684948397365962, 1684948397366126, 164
89, 1684948397379212, 1684948397379355, 143
