0, 1684948528444249, 1684948528444249
1, 1684948528459759, 15510
2, 1684948528472026, 12267
3, 1684948528485920, 13894
4, 1684948528506010, 20090
5, 1684948528521513, 15503
6, 1684948528537925, 16412
7, 1684948528557912, 19987
8, 1684948528577925, 20013
9, 1684948528597918, 19993
10, 1684948528617926, 20008
11, 1684948528633907, 15981
12, 1684948528649925, 16018
13, 1684948528669917, 19992
14, 1684948528689916, 19999
15, 1684948528709909, 19993
16, 1684948528729916, 20007
17, 1684948528753907, 23991
18, 1684948528773957, 20050
19, 1684948528789908, 15951
20, 1684948528805927, 16019
21, 1684948528821907, 15980
22, 1684948528833256, 11349
23, 1684948528849927, 16671
24, 1684948528863180, 13253
25, 1684948528874655, 11475
26, 1684948528907897, 33242
27, 1684948528920986, 13089
28, 1684948528933190, 12204
29, 1684948528953916, 20726
30, 1684948528973917, 20001
31, 1684948528993909, 19992
32, 1684948529007352, 13443
33, 1684948529018864, 11512
34, 1684948529040870, 22006
35, 1684948529061925, 21055
36, 1684948529081917, 19992
37, 1684948529101908, 19991
38, 1684948529118094, 16186
39, 1684948529145907, 27813
40, 1684948529165908, 20001
41, 1684948529181931, 16023
42, 1684948529197908, 15977
43, 1684948529213917, 16009
44, 1684948529233909, 19992
45, 1684948529253916, 20007
46, 1684948529277908, 23992
47, 1684948529290712, 12804
48, 1684948529302171, 11459
49, 1684948529321553, 19382
50, 1684948529341907, 20354
51, 1684948529355064, 13157
52, 1684948529373907, 18843
53, 1684948529397908, 24001
54, 1684948529421907, 23999
55, 1684948529441908, 20001
56, 1684948529457951, 16043
57, 1684948529477908, 19957
58, 1684948529491088, 13180
59, 1684948529502347, 11259
60, 1684948529521519, 19172
61, 1684948529534309, 12790
62, 1684948529554849, 20540
63, 1684948529570394, 15545
64, 1684948529581650, 11256
65, 1684948529594555, 12905
66, 1684948529605623, 11068
67, 1684948529635690, 30067
68, 1684948529657908, 22218
69, 1684948529670690, 12782
70, 1684948529689930, 19240
71, 1684948529713908, 23978
72, 1684948529733907, 19999
73, 1684948529757907, 24000
74, 1684948529781908, 24001
75, 1684948529801909, 20001
76, 1684948529817908, 15999
77, 1684948529837916, 20008
78, 1684948529857916, 20000
79, 1684948529885907, 27991
80, 1684948529905925, 20018
81, 1684948529929909, 23984
82, 1684948529949916, 20007
83, 1684948529973908, 23992
84, 1684948529989908, 16000
85, 1684948530001265, 11357
86, 1684948530013889, 12624
87, 1684948530028470, 14581
88, 1684948530041244, 12774
89, 1684948530055724, 14480
90, 1684948530068066, 12342
91, 1684948530085917, 17851
92, 1684948530105925, 20008
93, 1684948530120517, 14592
94, 1684948530133126, 12609
95, 1684948530145586, 12460
96, 1684948530158188, 12602
97, 1684948530175999, 17811
98, 1684948530188983, 12984
99, 1684948530205918, 16935
100, 1684948530225909, 19991
101, 1684948530245912, 20003
102, 1684948530261931, 16019
103, 1684948530285907, 23976
104, 1684948530306928, 21021
105, 1684948530320635, 13707
106, 1684948530352954, 32319
107, 1684948530369916, 16962
108, 1684948530389917, 20001
109, 1684948530405978, 16061
110, 1684948530425916, 19938
111, 1684948530445917, 20001
112, 1684948530465926, 20009
113, 1684948530479018, 13092
114, 1684948530490454, 11436
115, 1684948530513929, 23475
116, 1684948530541907, 27978
117, 1684948530561908, 20001
118, 1684948530577932, 16024
119, 1684948530613908, 35976
120, 1684948530627156, 13248
121, 1684948530638332, 11176
122, 1684948530657041, 18709
123, 1684948530669301, 12260
124, 1684948530682206, 12905
125, 1684948530701909, 19703
126, 1684948530714658, 12749
127, 1684948530727128, 12470
128, 1684948530753909, 26781
129, 1684948530773908, 19999
130, 1684948530789908, 16000
131, 1684948530801081, 11173
132, 1684948530821955, 20874
133, 1684948530834751, 12796
134, 1684948530847201, 12450
135, 1684948530866335, 19134
